"item"|"label"|"geo"|"geom"|"id"|"townland_id"|"townland_label"|"barony_id"|"barony_label"|"county_id"|"county_label"|"province_id"|"province_label"|"country_id"|"country_label"
"Q106628071"|"Glin North/South (Ogham Site)"|NULL|NULL|129|NULL|NULL|NULL|NULL|4000019|"Kerry"|3000003|"Munster"|2000001|"Ireland"
